cntr_01,dist_x,pang_x,source_01,ra_01,dec_01,ra_1,dec_1,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,RA_2,Dec_2,GLON,GLAT,Period,Distance,e_Dis,A_Ks,e_ext,Type,Jmag,Hmag,Ksmag,W1mag,W2mag,3.6mag,4.5mag,5.8mag,8.0mag,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RV,e_RV,v_z,e_v_z,H-W2,TC_rowSubsetFlags,GroupID,GroupSize,Separation
1,0.005933,75.954059,S0001,303.2266427,32.7011507,303.2266446,32.7011511,0.0236,0.0241,-0.0017,8.779,0.015,72.7,3.853,8.778,0.012,89.1,2.181,1,0,0000,AA,5,56787.43366875,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.006843,111.609413,S0001,303.2266427,32.7011507,303.2266448,32.70115,0.0282,0.0261,-0.0073,8.931,0.015,74.2,1.866,8.873,0.014,76.1,1.78,1,0,0000,AA,5,57328.25458032,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.01159,66.183877,S0001,303.2266427,32.7011507,303.2266462,32.701152,0.0298,0.0272,0.0084,8.884,0.018,60.6,2.295,8.878,0.016,69.0,1.151,1,0,0000,AA,5,57327.27089351,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.013795,-152.536845,S0001,303.2266427,32.7011507,303.2266406,32.7011473,0.0268,0.0229,-0.0036,8.828,0.013,83.6,1.213,8.763,0.014,80.3,0.7656,1,0,0000,AA,5,56786.57821274,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.015923,-138.251089,S0001,303.2266427,32.7011507,303.2266392,32.7011474,0.0275,0.0233,-0.0061,8.925,0.014,80.0,2.241,8.903,0.013,85.1,1.345,1,0,0000,AA,5,58246.78437216,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.016194,139.099253,S0001,303.2266427,32.7011507,303.2266462,32.7011473,0.028,0.0259,0.0058,8.809,0.016,68.8,9.373,8.782,0.014,78.1,3.192,1,0,0000,AA,5,59139.3721138,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.017873,113.755791,S0001,303.2266427,32.7011507,303.2266481,32.7011487,0.0259,0.0216,-0.0073,8.85,0.014,78.9,1.941,8.794,0.012,88.6,1.345,1,0,0000,AA,10,56787.82854346,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.020516,-73.694852,S0001,303.2266427,32.7011507,303.2266362,32.7011523,0.0265,0.0231,-0.0078,8.911,0.015,73.3,3.173,8.829,0.014,76.2,2.271,1,0,0000,AA,5,57516.47379388,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.021706,71.631759,S0001,303.2266427,32.7011507,303.2266495,32.7011526,0.0266,0.022,-0.0038,8.845,0.013,82.8,1.123,8.775,0.013,81.7,0.9806,1,0,0000,AA,10,56786.44654542,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.023229,-19.028136,S0001,303.2266427,32.7011507,303.2266402,32.7011568,0.0322,0.029,-0.0087,8.863,0.017,62.3,1.699,8.854,0.016,69.8,2.276,1,0,0000,AA,5,58774.69779795,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.023525,174.087002,S0001,303.2266427,32.7011507,303.2266435,32.7011442,0.0306,0.0229,-0.0065,8.828,0.014,76.1,1.901,8.784,0.014,79.0,1.356,1,0,0000,AA,5,58975.37979235,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.024241,174.262314,S0001,303.2266427,32.7011507,303.2266435,32.701144,0.0265,0.0238,0.0069,8.91,0.014,79.4,1.648,8.883,0.014,79.0,1.309,1,0,0000,AA,5,57148.84359456,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.024547,22.493046,S0001,303.2266427,32.7011507,303.2266458,32.701157,0.0271,0.0229,-0.0023,8.941,0.014,80.4,2.658,8.889,0.013,82.1,1.458,1,0,0000,AA,5,57515.22880958,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.025185,-86.722244,S0001,303.2266427,32.7011507,303.2266344,32.7011511,0.0248,0.0246,-0.0088,8.859,0.016,67.6,1.797,8.846,0.013,84.2,0.5422,1,0,0000,AA,5,56968.51239975,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.02598,111.117312,S0001,303.2266427,32.7011507,303.2266507,32.7011481,0.0288,0.0256,-0.0054,8.855,0.015,74.6,2.104,8.81,0.015,72.2,1.309,1,0,0000,AA,5,58408.53042395,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.028376,121.34273,S0001,303.2266427,32.7011507,303.2266507,32.7011466,0.0281,0.0248,0.0036,8.849,0.015,72.4,1.698,8.787,0.014,79.5,2.349,1,0,g000,AA,5,57153.5691046,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.028806,-178.794818,S0001,303.2266427,32.7011507,303.2266425,32.7011427,0.0276,0.0249,0.0051,8.861,0.016,67.6,2.397,8.798,0.013,83.0,1.802,1,0,0000,AA,5,58047.52980297,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.03299,137.90613,S0001,303.2266427,32.7011507,303.22665,32.7011439,0.0256,0.0249,0.0056,8.924,0.014,75.4,5.962,8.865,0.014,79.4,1.996,1,0,0000,AA,5,57328.38573862,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.033377,23.537937,S0001,303.2266427,32.7011507,303.2266471,32.7011592,0.0272,0.0246,0.0068,8.992,0.016,69.8,2.781,8.893,0.013,83.6,2.371,1,0,0000,AA,5,57686.53182963,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.034539,-129.479835,S0001,303.2266427,32.7011507,303.2266339,32.7011446,0.0252,0.0253,-0.0015,8.846,0.015,72.2,1.588,8.777,0.015,73.6,1.364,1,0,0000,AA,5,58047.39889953,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.034539,129.479835,S0001,303.2266427,32.7011507,303.2266515,32.7011446,0.0262,0.0221,0.0066,8.832,0.016,69.9,3.67,8.772,0.012,87.1,2.439,1,0,0000,AA,5,58047.92264068,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.034888,-145.638851,S0001,303.2266427,32.7011507,303.2266362,32.7011427,0.0312,0.0286,-0.0021,8.859,0.019,57.5,1.551,8.891,0.016,66.4,3.494,1,0,g000,AA,10,56968.64393987,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.035207,86.482646,S0001,303.2266427,32.7011507,303.2266543,32.7011513,0.0277,0.0237,-0.0049,8.878,0.014,78.6,5.458,8.844,0.013,83.2,1.443,1,0,0000,AA,5,57879.55015446,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.035409,138.794127,S0001,303.2266427,32.7011507,303.2266504,32.7011433,0.0278,0.024,-0.0066,8.939,0.015,73.1,5.521,8.858,0.013,82.2,1.536,1,0,0000,AA,5,57515.3598409,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.037205,14.620626,S0001,303.2266427,32.7011507,303.2266458,32.7011607,0.0259,0.0229,-0.007,8.929,0.013,80.9,1.324,8.863,0.013,85.2,1.962,1,0,0000,AA,5,57515.68748159,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.038111,-139.919388,S0001,303.2266427,32.7011507,303.2266346,32.7011426,0.0288,0.0287,-0.0052,8.882,0.02,54.5,1.883,8.881,0.015,73.2,2.478,1,0,0000,AA,5,58611.37242668,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.038172,-58.120764,S0001,303.2266427,32.7011507,303.226632,32.7011563,0.0283,0.0227,-0.0068,8.783,0.014,77.9,19.4,8.774,0.014,79.6,4.29,1,0,0000,AA,10,58048.31535093,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.038634,153.451423,S0001,303.2266427,32.7011507,303.2266484,32.7011411,0.0281,0.0241,0.0035,8.941,0.016,69.0,3.378,8.868,0.013,81.9,1.679,1,0,0000,AA,5,57687.25243778,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.038949,166.047756,S0001,303.2266427,32.7011507,303.2266458,32.7011402,0.0281,0.0266,0.0029,8.94,0.015,70.4,2.171,8.877,0.016,69.2,1.425,1,0,g000,AA,5,58247.63511667,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.0391,165.186074,S0001,303.2266427,32.7011507,303.226646,32.7011402,0.0285,0.0241,-0.01,8.838,0.016,68.7,1.47,8.814,0.014,79.3,1.973,1,0,0000,AA,5,56968.18361297,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.039165,150.836412,S0001,303.2266427,32.7011507,303.226649,32.7011412,0.0324,0.03,0.007,8.921,0.019,58.0,4.453,8.881,0.015,71.5,4.018,1,0,0000,AA,5,57686.26976716,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.039643,-138.914316,S0001,303.2266427,32.7011507,303.2266341,32.7011424,0.0275,0.0233,0.0027,8.838,0.016,69.8,1.517,8.764,0.014,80.4,0.5701,1,0,0000,AA,5,56787.03892126,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.041511,131.894988,S0001,303.2266427,32.7011507,303.2266529,32.701143,0.0247,0.0226,-0.0058,8.82,0.015,72.2,2.545,8.773,0.013,85.9,2.305,1,0,0000,AA,5,59138.84901019,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.041797,-139.283889,S0001,303.2266427,32.7011507,303.2266337,32.7011419,0.0288,0.0255,0.004,8.826,0.015,74.4,4.287,8.808,0.013,82.3,1.972,1,0,0000,AA,5,58975.51056836,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.042635,-175.108757,S0001,303.2266427,32.7011507,303.2266415,32.7011389,0.0271,0.0231,-0.0074,8.88,0.014,78.7,2.0,8.855,0.014,78.5,2.819,1,0,0000,AA,5,57328.18900126,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.042891,164.850728,S0001,303.2266427,32.7011507,303.2266464,32.7011392,0.0281,0.0237,0.0023,8.819,0.014,76.4,5.702,8.788,0.014,76.2,3.059,1,0,0000,AA,5,58243.64281792,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.043201,156.44039,S0001,303.2266427,32.7011507,303.2266484,32.7011397,0.0328,0.0284,-0.0058,8.917,0.017,64.8,2.17,8.887,0.018,60.5,1.589,1,0,0000,AA,5,58247.43876168,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.046377,145.368515,S0001,303.2266427,32.7011507,303.2266514,32.7011401,0.0262,0.0244,-0.004,8.792,0.016,69.2,3.557,8.749,0.013,86.1,3.576,1,0,0000,AA,5,59138.97978608,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.047508,-149.751624,S0001,303.2266427,32.7011507,303.2266348,32.7011393,0.027,0.0258,0.0107,8.904,0.016,69.1,2.094,8.867,0.014,76.1,2.087,1,0,0000,AA,5,57515.94967057,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.047661,-115.501858,S0001,303.2266427,32.7011507,303.2266285,32.701145,0.0264,0.0256,0.0049,8.908,0.015,71.8,2.883,8.872,0.014,76.0,3.731,1,0,0000,AA,5,57686.99037531,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
1,0.04775,-130.4195,S0001,303.2266427,32.7011507,303.2266307,32.7011421,0.0295,0.0232,-0.0115,8.814,0.014,80.0,2.113,8.779,0.014,75.6,1.386,1,0,0000,AA,5,56786.77558647,3023133301351000440,8.835,0.024,8.807,0.02,8.803,0.032,8.851,0.391,711537752,10.429,0.0192,9.555,0.0169,9.157,0.0213,303.2266427,32.7011507,70.8424272,-0.8195534,7.78449,6.588,0.084,0.402,0.08,0,10.429,9.555,9.157,8.835,8.807,8.827,8.8,9999.0,9999.0,0.1476,0.0757,-3.565,0.101,-5.76,0.11,-57.98,4.81,1.85,3.26,0.7479999999999993,0,1,270,0.0
