Seq,w1mpro,w2mpro,mjd
315,13.815,13.604,56804.69913
315,13.841,13.504,56807.06787
315,13.948,13.485,56806.14671
315,13.965,13.788,56981.43874
315,13.852,13.745,56981.17579
315,13.818,13.489,56980.25552
315,13.815,13.652,56981.57016
315,13.886,13.907,56795.28939
315,14.012,13.638,56796.34234
315,14.096,13.661,56797.39517
315,14.12,13.556,56797.0003
315,13.871,13.666,56802.85668
315,13.818,13.678,56802.72514
315,13.836,13.593,56801.80385
315,13.716,13.804,56803.77797
315,13.961,13.815,57169.60603
315,13.82,13.526,56983.14788
315,13.827,13.45,56983.93674
315,13.834,13.578,56807.98916
315,13.891,13.668,56806.67312
315,13.866,13.193,56805.09388
315,13.848,13.607,56807.85749
315,13.821,13.464,56978.54626
315,13.806,13.392,56979.33512
315,14.066,13.624,56978.41472
315,13.961,13.745,56981.7017
315,13.909,13.571,56797.72421
315,13.89,13.845,56798.31633
315,13.859,13.49,56797.85575
315,13.618,13.437,56797.13197
315,13.885,13.593,56802.46194
315,13.785,13.419,56801.27744
315,13.989,13.675,56800.61949
315,13.962,13.652,56804.30426
315,14.123,13.683,57347.18279
315,14.044,14.374,57346.92047
315,13.941,13.629,56982.62198
315,13.812,13.384,56982.49056
315,13.858,13.673,56805.35709
315,13.833,13.532,56806.54158
315,13.962,13.523,56806.80466
315,13.72,13.653,56807.19953
315,13.723,13.509,56981.30733
315,13.857,13.66,56982.22761
315,13.849,13.61,56978.02035
315,13.774,13.669,56979.59807
315,13.937,13.57,56794.63143
315,13.814,13.759,56797.65838
315,13.929,13.724,56795.68426
315,14.063,13.503,56795.02618
315,13.792,13.569,56801.67231
315,13.894,13.783,56804.30439
315,13.717,13.866,56802.33027
315,13.85,13.609,56803.25156
315,13.726,13.551,57346.26468
315,13.811,13.579,57344.69077
315,13.825,13.71,56983.2793
315,13.844,13.571,56984.85702
315,13.858,13.488,56804.96234
315,13.788,13.456,56805.75196
315,13.788,13.75,56807.72595
315,13.927,13.582,56804.56759
315,13.782,13.47,56979.07217
315,13.968,13.782,56980.64988
315,13.945,13.755,56979.99257
315,13.969,13.679,56982.09607
315,13.906,13.652,56794.76297
315,13.899,13.924,56796.21068
315,13.988,13.647,56795.15785
315,14.063,13.921,56796.60555
315,13.902,13.709,56800.88269
315,14.082,13.598,56800.75103
315,13.881,13.399,56801.93552
315,13.959,13.441,56800.35628
315,13.918,13.572,57346.78931
315,13.855,13.586,57345.8712
315,13.942,13.416,56983.8052
315,13.838,13.326,56982.75352
315,13.862,13.545,56990.64174
315,13.673,13.64,56805.22555
315,13.886,13.503,56806.01517
315,13.825,13.653,56807.33107
315,13.732,13.841,56979.46666
315,13.932,13.885,56981.04438
315,13.717,13.483,56978.94075
315,13.614,13.401,56980.51847
315,13.828,13.695,56982.35902
315,13.667,13.435,56979.86103
315,14.083,13.81,56794.23656
315,13.849,13.747,56796.73709
315,13.932,13.348,56798.18479
315,14.032,13.546,56797.26351
315,13.764,13.679,56803.11989
315,13.921,13.444,56803.6463
315,13.803,13.45,57346.65815
315,13.861,13.728,57346.39584
315,13.873,13.534,56983.27942
315,13.87,13.615,56983.01647
315,13.889,13.476,56985.25151
315,14.021,13.577,56984.59406
315,13.875,13.63,56805.62029
315,14.005,14.145,56806.27837
315,13.998,13.88,56978.6778
315,13.779,13.629,56981.96466
315,13.775,13.691,56977.7574
315,13.855,13.57,56980.91284
315,13.862,13.584,56980.78142
315,13.948,13.471,56978.15177
315,13.858,13.478,56797.98742
315,13.873,13.643,56797.92159
315,14.058,13.448,56795.8158
315,13.75,13.693,56797.32934
315,13.794,13.635,56802.98835
315,13.819,14.29,56802.59348
315,13.735,13.683,57346.52699
315,13.786,13.617,57347.05163
315,14.097,13.478,57161.86262
315,13.956,13.765,57162.91265
315,13.937,13.389,57338.65748
315,13.767,13.514,57338.13272
315,14.031,13.643,57338.26388
315,13.729,13.541,57168.29369
315,13.83,13.707,57168.03112
315,13.842,13.802,57168.22798
315,13.942,13.474,57164.75013
315,13.865,14.105,57168.55613
315,13.781,13.643,57343.51035
315,13.982,13.621,57342.59224
315,13.963,13.531,57339.96907
315,13.925,13.53,57342.98571
315,13.96,13.584,57537.59635
315,13.928,13.59,57533.79634
315,13.848,13.622,57705.3723
315,13.87,13.463,57704.97921
315,13.974,13.528,57526.85108
315,13.903,13.455,57526.98224
315,13.795,14.059,57698.95293
315,13.919,13.379,57169.73732
315,13.988,13.704,57346.13352
315,13.856,13.456,57344.55961
315,13.841,13.527,57163.30638
315,13.956,13.427,57162.78136
315,13.989,13.75,57339.31328
315,13.768,13.581,57337.73925
315,13.88,13.648,57337.34577
315,13.813,13.564,57165.80003
315,13.928,13.731,57168.81858
315,13.997,13.639,57166.84993
315,13.85,13.437,57165.4063
315,13.872,13.566,57342.46108
315,14.034,13.538,57344.42845
315,13.859,13.655,57342.32992
315,13.966,13.676,57341.54297
315,13.795,13.65,57533.66531
315,13.793,13.659,57533.53428
315,13.749,13.664,57706.15823
315,13.751,13.639,57704.84818
315,13.96,13.694,57526.32695
315,13.799,13.641,57345.74004
315,13.808,13.656,57346.00236
315,14.001,13.604,57162.38764
315,13.737,13.502,57164.3564
315,13.774,13.517,57337.87041
315,13.769,13.66,57339.05096
315,13.854,13.627,57165.66887
315,13.758,13.565,57166.32505
315,13.719,13.584,57169.34359
315,13.81,13.265,57164.61885
315,13.791,13.706,57340.75602
315,14.007,13.571,57342.7234
315,14.079,13.609,57341.01834
315,14.114,13.596,57339.70675
315,14.133,13.708,57531.04444
315,13.979,13.727,57533.53415
315,13.787,13.659,57705.63424
315,13.826,13.596,57706.02733
315,13.904,13.463,57528.94782
315,13.831,13.472,57526.06489
315,13.772,13.472,57529.07885
315,13.895,13.589,57162.65008
315,14.036,13.517,57161.99391
315,13.899,13.661,57338.52632
315,13.892,13.868,57339.18212
315,13.736,13.593,57168.94986
315,13.706,13.46,57168.68742
315,13.704,13.56,57167.37495
315,13.902,13.504,57166.58749
315,13.809,13.503,57340.36254
315,13.846,13.756,57344.2973
315,13.657,13.611,57339.83791
315,13.941,13.466,57340.23138
315,13.749,13.695,57706.68236
315,13.839,13.897,57704.45521
315,13.753,13.828,57528.55473
315,13.886,13.352,57527.76842
315,14.029,13.925,57527.89945
315,13.961,13.279,57526.58902
315,13.7,13.374,57696.72578
315,13.875,14.048,57697.38081
315,13.923,13.501,57699.47693
315,13.979,13.663,57163.96268
315,13.903,13.806,57162.25635
315,13.89,13.618,57338.39504
315,13.756,13.667,57338.39517
315,13.888,13.607,57167.63739
315,13.945,13.73,57165.27515
315,13.977,13.559,57167.76868
315,13.963,13.866,57168.42485
315,13.905,13.46,57341.14949
315,14.079,13.556,57341.41181
315,13.833,13.441,57342.85455
315,13.94,13.608,57342.19876
315,13.782,13.402,57705.50321
315,13.925,13.641,57706.15836
315,13.942,13.493,57527.2443
315,13.9,13.484,57528.0306
315,13.901,13.856,57526.85121
315,13.822,13.665,57527.37533
315,13.938,13.487,57698.2979
315,13.929,13.686,57699.21486
315,13.939,13.758,57702.49
315,13.824,13.407,57163.83139
315,13.675,13.753,57163.04381
315,13.87,13.54,57338.26401
315,14.077,13.685,57338.00156
315,13.855,13.431,57164.88142
315,13.877,13.589,57166.71878
315,13.831,13.576,57169.08115
315,13.784,13.66,57164.48769
315,13.778,13.788,57339.57559
315,13.798,13.529,57343.37919
315,13.88,13.665,57343.6415
315,13.735,13.757,57341.80529
315,13.979,13.647,57341.67413
315,13.817,13.47,57341.93644
315,13.981,13.671,57705.8963
315,13.797,13.537,57705.24127
315,13.837,13.44,57525.93386
315,13.78,13.605,57526.19592
315,13.939,13.663,57528.68576
315,13.824,13.833,57528.29267
315,13.851,13.524,57696.98772
315,13.812,13.523,57162.51892
315,13.987,13.67,57163.70023
315,14.043,14.124,57338.9198
315,13.748,13.492,57337.60809
315,14.087,13.762,57168.22786
315,13.894,13.62,57167.89996
315,13.779,13.686,57165.01258
315,14.176,13.657,57169.2123
315,13.777,13.697,57342.0676
315,13.848,13.544,57340.62486
315,13.872,13.91,57343.77266
315,13.815,13.478,57339.44443
315,13.867,13.549,57343.24803
315,13.876,13.319,57344.16614
315,13.967,13.767,57704.58624
315,13.993,13.613,57705.76527
315,14.072,13.56,57706.55133
315,13.834,13.646,57706.4203
315,13.934,13.614,57528.03048
315,13.9,13.404,57528.81679
315,13.761,13.339,57697.90481
315,13.793,13.489,57164.22512
315,13.803,13.383,57163.56895
315,13.927,13.554,57338.78864
315,13.746,13.411,57337.21461
315,13.768,13.656,57165.53759
315,13.899,13.621,57169.08102
315,13.803,13.932,57167.63752
315,13.835,13.536,57166.98122
315,13.734,13.749,57166.19376
315,13.787,13.713,57165.93132
315,13.883,13.78,57341.28065
315,13.852,13.663,57343.90382
315,13.918,13.771,57340.88718
315,13.907,13.496,57344.03498
315,14.083,13.958,57533.66518
315,13.893,13.599,57705.50333
315,13.855,13.518,57704.71727
315,13.695,13.641,57706.28926
315,13.932,13.619,57527.50635
315,13.848,13.54,57527.63738
315,14.025,13.656,57699.08383
315,13.89,13.42,57696.59475
315,13.79,14.048,57698.55984
315,13.981,13.906,57698.4288
315,13.857,13.646,57701.17994
315,13.875,13.535,57701.31098
315,13.939,13.427,57702.75206
315,14,13.515,57703.40709
315,13.824,13.547,57529.99619
315,13.912,13.644,57531.56856
315,14.051,13.643,57533.40312
315,13.899,13.619,57530.25825
315,13.768,13.734,57890.24718
315,13.85,13.613,57889.98524
315,13.896,13.586,58066.68602
315,13.855,13.665,58065.90047
315,13.803,13.485,57895.35406
315,13.995,13.602,57890.37808
315,13.928,13.446,57894.30645
315,13.916,14.694,58062.49635
315,13.8,13.719,58064.32938
315,13.796,13.824,58064.98389
315,14.011,13.6,57526.72005
315,13.747,13.599,57696.33269
315,13.79,13.38,57698.16687
315,14,13.723,57698.29777
315,13.747,13.644,57697.24978
315,13.884,13.743,57704.32418
315,13.764,13.564,57700.65595
315,13.823,13.491,57702.09703
315,13.85,13.605,57702.35897
315,13.879,13.714,57530.65135
315,13.852,13.721,57529.34091
315,13.932,13.828,57529.73413
315,13.847,13.347,57529.60297
315,13.979,13.904,57921.67328
315,13.898,13.74,57921.41147
315,13.981,13.807,58066.94783
315,14.027,13.49,58066.03138
315,13.882,13.452,57893.78271
315,13.976,13.605,57895.35394
315,13.835,13.509,57893.25884
315,13.962,13.51,57895.22303
315,14.028,13.868,57529.20988
315,13.83,13.341,57698.69087
315,13.937,13.762,57697.64274
315,13.944,13.538,57701.44201
315,13.972,13.618,57701.966
315,13.876,14.001,57704.06225
315,13.849,13.635,57704.19315
315,13.9,13.605,57703.14516
315,14.057,13.585,57530.38928
315,13.917,13.709,57531.3065
315,14.116,13.649,57532.74796
315,13.926,13.787,57900.59173
315,13.701,13.544,58066.81692
315,13.814,13.729,58067.07873
315,13.795,13.778,57890.50898
315,13.98,13.605,57892.99704
315,13.912,13.723,57891.55659
315,13.993,13.775,57891.81853
315,13.831,13.605,58062.88918
315,13.789,13.893,58063.67473
315,13.802,13.648,57700.52492
315,13.905,13.656,57703.40722
315,13.944,13.725,57703.66915
315,13.872,13.626,57704.06212
315,13.773,13.396,57701.70394
315,14.104,13.428,57529.86516
315,13.92,13.299,57532.35487
315,13.85,13.465,58066.29318
315,13.875,13.557,58066.55512
315,13.781,13.505,57894.69929
315,13.686,13.667,57894.96123
315,13.85,13.69,57891.42569
315,13.748,14.194,57890.64001
315,13.851,13.596,58062.23454
315,14.095,13.62,58062.88906
315,14.048,13.646,58062.36544
315,13.937,13.417,58062.62725
315,13.941,13.547,57898.36573
315,13.984,13.358,57897.97289
315,13.819,13.531,57898.88947
315,13.908,13.449,57899.80605
315,13.916,13.721,57703.80018
315,13.951,13.524,57701.83497
315,13.835,13.624,57702.3591
315,13.945,13.58,57701.57304
315,13.942,13.666,57702.88309
315,13.901,13.421,57533.01003
315,13.843,13.167,57533.27209
315,13.922,13.866,58065.63854
315,13.823,13.645,58066.16228
315,13.931,13.676,57894.43736
315,13.868,13.631,57894.56839
315,13.877,13.504,57894.8302
315,13.817,14.236,57891.29466
315,13.96,13.35,58061.7108
315,13.872,13.506,58062.23441
315,14.022,13.591,58060.79422
315,14.037,13.637,58061.18706
315,13.877,13.676,57897.84199
315,13.841,13.676,57898.23483
315,13.967,13.584,57896.66348
315,13.796,13.38,57896.40154
315,14.033,13.505,57697.51184
315,13.901,13.724,57701.70407
315,13.945,13.514,57702.22807
315,13.951,13.724,57700.00092
315,13.902,13.601,57700.39389
315,13.916,13.557,57700.39401
315,13.775,13.495,57699.60796
315,13.884,13.94,57531.17547
315,13.808,13.449,57531.56869
315,13.923,13.434,58067.20976
315,13.846,13.539,58066.42421
315,13.91,13.532,57891.6875
315,13.865,13.982,57893.65168
315,13.927,13.693,57893.91362
315,13.96,13.616,57893.38988
315,13.955,13.522,58060.66332
315,13.832,13.588,58061.57989
315,13.867,13.727,58064.19835
315,13.774,13.489,58064.85299
315,13.937,13.745,58063.54383
315,13.919,13.768,58065.24583
315,13.781,13.659,57696.85681
315,13.872,13.318,57698.03584
315,13.714,13.469,57697.77378
315,13.672,13.664,57703.27619
315,13.832,13.6,57699.86989
315,13.768,13.726,57699.73886
315,13.908,13.517,57700.26298
315,13.814,13.462,57531.69972
315,13.896,13.57,57531.96178
315,13.824,13.978,57530.78238
315,13.784,13.42,57530.91341
315,13.817,13.485,58060.40151
315,14.007,13.482,58059.87777
315,13.955,13.724,58065.76957
315,13.844,13.564,57890.77092
315,13.778,13.555,57893.52078
315,13.866,13.632,57894.04452
315,13.829,13.7,58061.44886
315,13.838,13.72,58063.02009
315,13.966,13.549,58061.31796
315,13.951,13.408,58061.97261
315,13.822,13.5,57699.34589
315,14.137,13.646,57698.8219
315,13.849,13.456,57697.64287
315,13.907,13.549,57702.62116
315,13.835,13.638,57703.01412
315,14.121,13.881,57703.53812
315,13.813,14.324,57703.93121
315,13.915,13.412,57532.87899
315,13.753,14.008,57529.734
315,13.881,13.55,57531.83075
315,13.935,13.679,57532.22384
315,13.97,13.604,58060.00867
315,13.824,13.751,58060.27061
315,13.854,13.567,58065.50763
315,13.745,13.501,58065.63867
315,14.063,13.721,57890.90182
315,13.877,13.553,57891.03285
315,13.769,13.709,58064.59118
315,13.701,13.565,58060.53241
315,13.844,13.743,58065.37673
315,13.815,13.726,58060.92525
315,13.818,13.684,58061.8417
315,13.812,13.657,58063.80564
315,13.72,13.701,57896.92529
315,13.843,13.788,57898.75857
315,13.774,14.51,57897.71096
315,13.81,14.434,57897.58006
315,14.037,13.31,58424.79937
315,14.04,13.77,58424.6686
315,13.821,13.618,58425.84634
315,13.924,13.68,58427.28603
315,14.072,14.154,58257.21399
315,13.886,13.712,58258.39174
315,13.94,13.939,58420.48007
315,13.849,13.404,58421.00356
315,13.834,13.698,58424.27589
315,13.976,13.699,58422.70543
315,13.897,13.483,58264.28074
315,13.915,13.602,58260.74749
315,13.792,13.476,58261.66369
315,13.88,13.957,58259.96233
315,13.861,13.744,58063.93654
315,13.835,13.615,58064.06744
315,14.007,13.712,58064.46028
315,13.974,13.448,58061.05615
315,13.917,13.53,57896.00871
315,13.889,13.406,57896.79438
315,13.89,13.96,57899.28231
315,13.695,13.559,57900.06799
315,13.877,13.704,58264.54242
315,13.864,13.574,58264.67332
315,13.938,13.561,58425.06118
315,13.711,13.655,58425.58466
315,13.953,13.619,58258.26096
315,14.111,13.548,58257.08309
315,13.896,13.579,58420.61097
315,13.827,13.802,58422.31233
315,13.917,13.517,58421.26536
315,13.954,13.588,58423.8833
315,13.765,13.809,58260.22401
315,13.811,13.251,58263.88803
315,14.008,13.681,58063.4128
315,13.796,13.806,58064.72209
315,13.732,13.495,57900.32979
315,13.884,13.542,57895.74677
315,14.045,13.656,57899.02038
315,13.934,13.491,57897.31812
315,14.018,13.982,58263.75712
315,13.882,13.674,58264.41151
315,13.871,13.737,58425.97725
315,13.928,13.672,58424.93027
315,13.896,13.557,58258.78445
315,13.804,13.579,58257.34477
315,13.909,13.63,58421.78885
315,13.839,13.709,58423.49072
315,13.97,13.762,58422.05053
315,13.812,13.636,58420.74188
315,13.915,13.603,58261.92499
315,13.924,13.699,58262.84106
315,13.912,13.595,58263.36454
315,13.924,13.756,58263.23364
315,13.98,13.578,58791.68149
315,13.867,13.681,58426.63164
315,13.914,13.866,58427.02422
315,13.871,13.642,58257.86825
315,13.733,13.583,58259.30794
315,13.923,13.8,58257.73748
315,13.817,13.655,58421.39614
315,13.928,13.673,58423.35982
315,13.793,13.95,58424.53769
315,13.89,13.662,58259.83142
315,13.779,13.584,58261.0093
315,13.777,13.88,58260.61672
315,13.985,13.626,58262.31757
315,13.91,13.828,58791.55071
315,13.953,13.81,58794.82101
315,13.928,13.545,58785.00924
315,14.013,13.581,58785.27079
315,13.891,13.616,58624.67593
315,14.005,13.522,58625.32994
315,14.078,13.672,58624.93748
315,13.84,13.566,58621.92849
315,13.861,13.703,57897.05632
315,13.899,13.849,57899.93696
315,14.012,13.53,58426.50073
315,13.82,13.604,58426.89332
315,13.991,13.748,58426.89344
315,13.803,13.62,58257.60657
315,13.876,13.676,58258.91535
315,13.895,13.775,58258.52264
315,13.972,13.606,58422.44324
315,13.838,13.749,58422.96723
315,13.837,13.727,58423.09801
315,14.033,13.697,58423.22891
315,13.907,13.861,58259.56974
315,13.912,13.478,58262.57925
315,14.056,13.16,58261.53279
315,13.97,13.628,58262.05576
315,14.064,13.921,58793.90519
315,14.004,13.7,58794.55933
315,14.067,13.641,58786.44828
315,13.899,13.522,58785.53247
315,13.787,13.658,57896.27064
315,13.915,13.563,57897.44915
315,13.867,13.617,57898.2347
315,13.781,13.464,57899.41321
315,13.887,13.632,58427.67861
315,13.874,13.7,58425.45376
315,13.941,13.74,58426.36983
315,13.789,13.895,58425.71557
315,13.933,13.903,58259.04613
315,14.01,13.43,58257.99916
315,13.799,13.661,58424.01421
315,13.754,13.684,58421.91975
315,13.791,13.787,58421.39627
315,14.172,13.634,58420.87265
315,13.93,13.319,58263.75725
315,13.916,13.661,58259.56962
315,13.891,13.694,58262.97196
315,13.848,13.597,58263.62635
315,14.031,13.481,58794.42842
315,13.914,13.819,58793.64351
315,14.023,13.736,58064.98402
315,13.992,13.703,58063.28189
315,14.011,13.439,57900.46082
315,14.307,13.591,57898.49664
315,14.136,13.767,57898.62754
315,13.916,13.621,57899.67515
315,13.868,13.693,58426.23905
315,13.818,13.689,58426.76254
315,13.749,13.598,58427.80951
315,13.911,13.452,58427.54771
315,14.024,13.578,58257.21386
315,14.068,13.512,58258.39187
315,13.864,13.54,58422.83633
315,13.975,13.55,58423.6215
315,13.828,13.387,58423.7524
315,13.748,13.74,58422.18143
315,13.964,13.724,58262.57938
315,14.027,13.653,58262.71015
315,13.843,13.741,58261.79408
315,13.926,13.724,58264.01893
315,14.004,13.592,58062.75815
315,13.743,13.628,58063.5437
315,13.737,13.654,57899.54424
315,13.879,13.438,57899.93708
315,14.067,14.235,57895.61587
315,13.892,13.744,57895.8778
315,13.968,13.659,58425.19208
315,13.938,13.411,58425.32286
315,14.018,13.627,58426.36996
315,13.947,13.637,58427.41693
315,13.809,13.611,58258.65355
315,13.844,13.668,58259.43884
315,13.915,13.907,58421.52704
315,13.981,13.729,58421.65794
315,14.05,13.531,58424.40679
315,14.309,13.793,58422.57465
315,13.867,13.603,58260.8784
315,14.019,13.618,58261.27111
315,13.9,13.679,58261.40188
315,13.847,13.576,58260.35491
315,13.911,13.67,58791.81239
315,13.727,13.439,58793.38183
315,13.831,13.689,58631.21778
315,13.946,13.703,58631.34856
315,14.043,13.692,58786.18673
315,13.678,13.768,58784.74756
315,13.741,13.55,58625.06839
315,14.021,13.758,58621.53603
315,13.93,13.581,58624.02167
315,13.961,13.99,58621.79771
315,13.888,13.715,58628.33906
315,14.145,13.468,58626.50743
315,13.991,13.287,58625.8533
315,14.009,13.517,58787.62578
315,13.853,13.544,58789.32663
315,13.906,13.825,58789.71908
315,13.94,13.559,58790.24244
315,14.319,13.513,58790.37322
315,13.852,13.746,58259.70052
315,14.087,13.804,58260.74762
315,13.823,13.579,58794.6901
315,13.919,14.028,58793.77429
315,14.125,13.779,58630.69442
315,13.883,13.645,58630.82533
315,13.792,13.852,58785.79415
315,14.094,14.11,58784.87833
315,13.99,13.518,58624.28335
315,13.862,13.621,58624.41425
315,14.04,13.792,58622.05939
315,13.906,13.835,58624.80671
315,13.797,13.588,58627.29247
315,13.897,13.659,58627.68492
315,13.882,13.551,58627.03079
315,13.922,13.567,58625.59162
315,13.958,13.664,58788.27991
315,13.97,13.66,58788.41082
315,13.957,13.647,58790.76567
315,14.063,13.63,58788.67237
315,13.762,13.724,58791.94317
315,13.941,13.633,58793.25093
315,13.872,13.555,58785.66337
315,14.054,13.757,58786.31751
315,14.096,13.537,58622.58262
315,14.021,13.55,58622.71353
315,13.836,13.686,58621.66681
315,13.935,13.682,58624.0218
315,13.918,13.674,58628.73151
315,14.035,13.637,58626.89988
315,13.945,13.562,58628.07738
315,13.936,13.66,58628.99319
315,13.923,13.847,58787.75655
315,13.76,13.416,58788.01823
315,13.784,13.487,58787.23332
315,13.766,14.105,58787.88746
315,14.071,13.824,58627.8157
315,13.909,13.662,58627.9466
315,14.087,13.49,58626.24575
315,13.839,13.971,58626.76911
315,13.886,13.397,58786.97164
315,14.094,13.585,58787.495
315,13.971,13.664,58789.98076
315,13.897,13.374,58790.11154
315,13.904,13.528,58621.40513
315,13.958,13.544,58623.36754
315,13.967,14.129,58623.76012
315,13.897,13.65,58625.33007
315,13.762,13.808,58628.60074
315,13.848,13.403,58630.04029
315,13.998,13.831,58627.16156
315,13.912,13.624,58625.9842
315,13.883,13.519,58790.504
315,13.783,13.669,58791.28903
315,13.89,13.866,58786.70996
315,13.858,13.489,58786.84087
315,14.239,13.796,58788.41069
315,13.863,13.603,58790.89658
315,13.821,13.73,58631.74101
315,13.85,13.55,58630.56365
315,13.99,13.664,58785.92505
315,13.956,13.517,58621.27435
315,13.91,13.543,58623.89089
315,13.93,13.713,58623.62921
315,13.98,13.566,58626.37666
315,13.873,13.593,58626.63833
315,13.825,13.749,58627.42324
315,13.96,13.667,58625.98407
315,13.748,13.431,58788.14914
315,13.821,13.456,58789.19573
315,14.044,13.506,58788.93405
315,13.837,13.787,58789.58818
315,13.926,13.73,58788.80327
315,14.074,13.715,58789.06495
315,14.027,13.69,58794.29765
315,14.121,13.467,58794.82088
315,13.998,13.874,58632.00269
315,13.822,13.52,58630.9561
315,13.906,13.578,58784.61665
315,13.954,13.649,58786.05583
315,13.884,13.574,58622.8443
315,13.859,13.72,58623.23676
315,13.923,13.575,58624.6758
315,14.077,13.577,58625.72252
315,14.172,13.593,58630.43274
315,13.909,13.515,58626.90001
315,13.94,13.759,58791.15826
315,13.924,13.818,58791.41981
315,13.783,13.675,58791.15813
315,14.017,13.592,58787.3641
315,13.756,13.685,58791.02735
315,13.864,13.878,58786.57919
315,14.081,13.659,58794.03597
315,13.92,13.588,58794.16674
315,13.949,13.939,58631.61024
315,13.979,13.85,58631.87192
315,13.913,13.446,58785.40169
315,14.099,13.596,58786.1866
315,13.776,13.703,58622.05927
315,13.765,13.525,58622.32094
315,13.95,13.547,58622.97508
315,13.815,13.835,58624.15257
315,13.815,13.732,58628.86241
315,13.87,13.472,58630.30197
315,13.809,13.331,58789.3265
315,13.919,13.706,58789.45741
315,13.848,13.474,58789.84986
315,13.841,13.643,58790.24232
315,13.906,13.668,58788.54159
315,14.031,13.926,58790.6349
316,11.702,11.294,56804.69913
316,11.651,11.281,56805.09388
316,11.567,11.3,56976.17968
316,11.609,11.171,56982.49056
316,11.612,11.244,56980.12398
316,11.658,11.262,56981.83312
316,11.609,11.183,56981.7017
316,11.609,11.26,56979.72961
316,11.651,11.307,56792.13078
316,11.867,11.386,56792.39399
316,11.666,11.274,56799.82987
316,11.696,11.259,56800.75103
316,11.685,11.311,56802.33027
316,11.559,11.295,56803.77797
316,11.59,11.277,56794.89464
316,11.638,11.213,56798.64537
316,11.763,11.297,56797.0003
316,11.613,11.286,56797.98742
316,11.597,11.301,56798.25063
316,11.773,11.406,56795.5526
316,11.71,11.304,56804.96234
316,11.695,11.316,56804.83067
316,11.652,11.235,56975.9166
316,11.545,11.193,56976.44263
316,11.646,11.242,56981.43874
316,11.554,11.255,56982.09607
316,11.643,11.227,56979.33512
316,11.646,11.258,56981.17592
316,11.736,11.294,56793.31527
316,11.648,11.299,56793.71014
316,11.551,11.23,56799.04025
316,11.679,11.233,56801.54065
316,11.654,11.244,56800.22461
316,11.704,11.278,56800.35628
316,11.703,11.325,56794.76297
316,11.631,11.322,56795.15785
316,11.635,11.213,56796.27651
316,11.625,11.205,56796.93459
316,11.743,11.314,56796.21068
316,11.67,11.416,56796.34234
316,11.711,11.322,56805.8835
316,11.677,,56806.01504
316,11.613,11.288,56976.04814
316,11.595,11.248,56976.70559
316,11.612,11.316,56979.99257
316,11.656,11.23,56981.57016
316,11.669,11.212,56981.04438
316,11.599,11.324,56978.94075
316,11.695,11.301,56977.7574
316,11.73,11.305,56793.57848
316,11.656,11.281,56800.61949
316,11.612,11.343,56803.90951
316,11.692,11.19,56801.27744
316,11.601,11.301,56803.6463
316,11.713,11.288,56795.94747
316,11.633,11.271,56794.63143
316,11.655,11.226,56798.90858
316,11.685,11.309,56796.86876
316,11.652,11.222,56796.14484
316,11.627,11.232,56797.72421
316,11.708,11.395,56795.8158
316,11.642,11.215,56806.01517
316,11.629,11.273,56976.96854
316,11.552,11.242,56976.57405
316,11.592,11.166,56979.59807
316,11.605,11.221,56981.30733
316,11.608,11.27,56979.86103
316,11.562,11.184,56978.15177
316,11.615,11.253,56978.15189
316,11.604,11.225,56977.36303
316,11.716,11.318,56793.97335
316,11.649,11.308,56802.59348
316,11.649,11.295,56803.25156
316,11.656,11.246,56800.09307
316,11.621,11.268,56801.80385
316,11.656,11.303,56801.93552
316,11.647,11.297,56797.65838
316,11.62,11.293,56797.85575
316,11.656,11.24,56796.67126
316,11.698,11.315,56795.28939
316,11.568,11.29,56977.23149
316,11.609,11.233,56976.31109
316,11.599,11.316,56978.41485
316,11.622,11.264,56977.62599
316,11.708,11.267,56981.43887
316,11.607,11.247,56979.07217
316,11.584,11.184,56979.46666
316,11.578,11.234,56982.22761
316,11.671,11.276,56792.78886
316,11.668,11.264,56791.99924
316,11.672,11.316,56802.72514
316,11.562,11.252,56804.30426
316,11.629,11.315,56804.30439
316,11.608,11.245,56799.96141
316,11.607,11.289,56797.39517
316,11.623,11.286,56797.59255
316,11.667,11.354,56795.68426
316,11.64,11.243,56795.7501
316,11.617,11.229,56804.04105
316,11.652,11.254,56804.17272
316,11.646,11.251,56804.56746
316,11.648,11.251,56976.837
316,11.546,11.183,56983.41084
316,11.616,11.258,56982.75352
316,11.596,11.229,56981.17579
316,11.61,11.198,56978.54626
316,11.639,11.238,56980.64988
316,11.609,11.264,56980.25552
316,11.662,11.314,56793.18373
316,11.799,11.409,56793.84168
316,11.595,11.295,56804.04118
316,11.638,11.259,56801.01423
316,11.621,11.229,56799.30346
316,11.625,11.296,56802.98835
316,11.652,11.268,56796.0133
316,11.662,11.219,56797.32934
316,11.677,11.351,56798.31633
316,11.676,11.264,56797.1978
316,11.734,11.29,56794.23656
316,11.676,11.265,56981.57029
316,11.638,11.272,56805.35709
316,11.688,11.236,56805.75196
316,11.585,11.188,56982.62198
316,11.647,11.248,56983.01647
316,11.557,11.261,56978.80921
316,11.622,11.275,56981.96466
316,11.638,11.318,56978.6778
316,11.652,11.3,56978.28331
316,11.755,11.261,56792.65719
316,11.645,11.267,56793.05206
316,11.664,11.269,56801.67231
316,11.646,11.282,56803.11989
316,11.615,11.229,56799.6982
316,11.667,11.296,56799.17179
